Cleaned_Review,Sentiment
anond jun think hit pinnacle innovation leftall make tmorewho hell nowadays weants key board,Negative
anond jun android users need phones full features dont use day day moretotally agreed lets pay double get features cause uses right,Positive
anond jun think hit pinnacle innovation leftall make tmoreandroid users need phones full features dont use day day life point features utterly useless rarely use,Negative
anond jun think hit pinnacle innovation leftall make tmorethats iwatch kicks exciting times,Positive
jdf jun expect announced wait versimorewhat weird question wait next version well depends want wait next version next version always better wait long enough might even get hands iphone patient dude,Positive
jdf jun expect announced wait versimoreonly answer released usual apple cycle,Neutral
expect announceddo wait version like,Positive
ragil pradana jun revolutionary device like steve jobs always show every apples morei think hit pinnacle innovation leftall make bigger betteronly things left xenon flashled notification ledhalf press shutter buttonwaterproofingextra real buttons quickly selecting things like mute switchadd slide real button qwerty keypadi cant think anything else manufacturer actually doanyone else ideas,Positive
dead line man big yana,Negative
atleat increse mp camera,Neutral
think would apples best interest release three versions iphone standard inch version appease apple fans inch version phablet inch version,Positive
iphone sizes inch hv mor sensor like pressure sensors gb available minimum size gb,Positive
unknown jun dont understand people saying prefer brands like samsung imorei totally agree pal,Positive
shivam jun apple disappointed repeating look design themorenot samsung thiong see law suits woith regards samsung stealing apples ideas get clue pal,Negative
ragil pradana jun revolutionary device like steve jobs always show every apples morei prefere well constructed replys,Positive
yabi jun thing new course though fine tunned iphone rather new model way ios users stay ios new yet intantly useable,Positive
mega pixel camera,Neutral
thing new,Neutral
anond may guys cant compare diffrent company branding find wich best trash ymorerip english kidding good sentiment sentiment,Positive
tcool may wahaha apple fanboys criticizing big phones saythis new iphone good bezels bit thick better new crap like better apple fanboy said said still probably going better galaxy xperia z release,Positive
wahaha apple fanboys criticizing big phones say,Negative
iphone always catching users feeling tempted since used blackberry windows phone android currently using android iphone gs short period iphone little looks interesting,Positive
amazinganother piece trash hit worldwhat disasterepic fail,Negative
anond may guys cant compare diffrent company branding find wich best trash ymorei couldnt said better well maybe better grammerbut yeah sums everything said backs upjp know hes right tried using androidthe claimed,Positive
